
---------- Begin Simulation Statistics ----------
simSeconds                                   0.444240                       # Number of seconds simulated (Second)
simTicks                                 444239876000                       # Number of ticks simulated (Tick)
finalTick                                444241008000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    526.82                       # Real time elapsed on the host (Second)
hostTickRate                                843247307                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4682744                       # Number of bytes of host memory used (Byte)
simInsts                                     35686765                       # Number of instructions simulated (Count)
simOps                                       39967541                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    67740                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      75866                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.bridge.power_state.pwrStateResidencyTicks::UNDEFINED 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.bridge.power_state.pwrStateResidencyTicks::ON 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.bridge.power_state.pwrStateResidencyTicks::CLK_GATED 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.bridge.power_state.pwrStateResidencyTicks::SRAM_RETENTION 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.bridge.power_state.pwrStateResidencyTicks::OFF 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        888479752                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        42746169                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       12                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       73971147                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     29                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2778687                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          10345294                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  10                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           518845047                       # Number of insts issued each cycle
system.cpu.numIssuedDist::mean               0.142569                       # Number of insts issued each cycle
system.cpu.numIssuedDist::stdev              0.682442                       # Number of insts issued each cycle
system.realview.vram.power_state.pwrStateResidencyTicks::CLK_GATED 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.realview.vram.power_state.pwrStateResidencyTicks::SRAM_RETENTION 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.realview.vram.power_state.pwrStateResidencyTicks::OFF 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.realview.watchdog.power_state.pwrStateResidencyTicks::UNDEFINED 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.realview.watchdog.power_state.pwrStateResidencyTicks::ON 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.realview.watchdog.power_state.pwrStateResidencyTicks::CLK_GATED 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.realview.watchdog.power_state.pwrStateResidencyTicks::SRAM_RETENTION 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.realview.watchdog.power_state.pwrStateResidencyTicks::OFF 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.tol2bus.transDist::InvalidCmd         25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadReq            25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadResp           25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadRespWithInvalidate     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::WriteReq           25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::WriteResp          25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::WriteCompleteResp     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::WritebackDirty     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::WritebackClean     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::WriteClean         25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::CleanEvict         25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::SoftPFReq          25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::SoftPFExReq        25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::HardPFReq          25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::SoftPFResp         25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::HardPFResp         25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::WriteLineReq       25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::UpgradeReq         25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::SCUpgradeReq       25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::UpgradeResp        25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::SCUpgradeFailReq     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::UpgradeFailResp     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadExReq          25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadExResp         25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadCleanReq       25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::ReadSharedReq      25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::LoadLockedReq      25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::StoreCondReq       25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::StoreCondFailReq     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::StoreCondResp      25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::SwapReq            25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::SwapResp           25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::Deprecated_MessageReq     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::Deprecated_MessageResp     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::MemFenceReq        25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::MemSyncReq         25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::MemSyncResp        25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::MemFenceResp       25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::CleanSharedReq     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::CleanSharedResp     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::CleanInvalidReq     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::CleanInvalidResp     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::InvalidDestError     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::BadAddressError     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::FunctionalReadError     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::FunctionalWriteError     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::PrintReq           25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::FlushReq           25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::InvalidateReq      25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::InvalidateResp     25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::HTMReq             25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::HTMReqResp         25070752                       # Transaction distribution (Count)
system.tol2bus.transDist::HTMAbort           25070752                       # Transaction distribution (Count)
system.tol2bus.pktCount_system.cpu.icache.mem_side_port::system.l2.cpu_side_port     25070752                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2.cpu_side_port     25070752                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount_system.cpu.mmu.itb_walker.port::system.l2.cpu_side_port     25070752                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount_system.cpu.mmu.dtb_walker.port::system.l2.cpu_side_port     25070752                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktCount::total              100283008                       # Packet count per connected requestor and responder (Count)
system.tol2bus.pktSize_system.cpu.icache.mem_side_port::system.l2.cpu_side_port    324417666                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2.cpu_side_port    324417666                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.pktSize_system.cpu.mmu.itb_walker.port::system.l2.cpu_side_port    324417666                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.pktSize_system.cpu.mmu.dtb_walker.port::system.l2.cpu_side_port    324417666                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.pktSize::total              1297670664                       # Cumulative packet size per connected requestor and responder (Byte)
system.tol2bus.snoops                               0                       # Total snoops (Count)
system.tol2bus.snoopTraffic                         0                       # Total snoop traffic (Byte)
system.tol2bus.snoopFanout::samples          12535407                       # Request fanout histogram
system.tol2bus.snoopFanout::mean                    0                       # Request fanout histogram
system.tol2bus.snoopFanout::stdev                   0                       # Request fanout histogram
system.tol2bus.snoopFanout::underflows              0      0.00%      0.00% # Request fanout histogram
system.tol2bus.snoopFanout::0                12535407    100.00%    100.00% # Request fanout histogram
system.tol2bus.snoopFanout::1                       0      0.00%    100.00% # Request fanout histogram
system.tol2bus.snoopFanout::2                       0      0.00%    100.00% # Request fanout histogram
system.tol2bus.snoopFanout::overflows               0      0.00%    100.00% # Request fanout histogram
system.tol2bus.snoopFanout::min_value               0                       # Request fanout histogram
system.tol2bus.snoopFanout::max_value               0                       # Request fanout histogram
system.tol2bus.snoopFanout::total            12535407                       # Request fanout histogram
system.tol2bus.power_state.pwrStateResidencyTicks::UNDEFINED 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.tol2bus.power_state.pwrStateResidencyTicks::ON 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.tol2bus.power_state.pwrStateResidencyTicks::CLK_GATED 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.tol2bus.power_state.pwrStateResidencyTicks::SRAM_RETENTION 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.tol2bus.power_state.pwrStateResidencyTicks::OFF 444241008000                       # Cumulative time (in ticks) in various power states (Tick)
system.tol2bus.reqLayer0.occupancy         8021218299                       # Layer occupancy (ticks) (Tick)
system.tol2bus.reqLayer0.utilization              0.0                       # Layer utilization (Ratio)
system.tol2bus.respLayer0.occupancy        6671781000                       # Layer occupancy (ticks) (Tick)
system.tol2bus.respLayer0.utilization             0.0                       # Layer utilization (Ratio)
system.tol2bus.respLayer1.occupancy        6334021500                       # Layer occupancy (ticks) (Tick)
system.tol2bus.respLayer1.utilization             0.0                       # Layer utilization (Ratio)
